kinase_group_top1,kinase_group_top5,kinase_group_top5
ACK,JAK,JAK
JAK,EPHR,EPHR
DDR,PDGFR,PDGFR
TEC,SRC,SRC
SRC,ACK,ACK
PDGFR,TEC,TEC
EPHR,DDR,DDR
FRK,VEGFR,VEGFR
MuSK,FGFR,FGFR
VEGFR,FRK,FRK
FAK,TAMR,TAMR
SYK,INSR,INSR
FGFR,ErbB,ErbB
ABL,MuSK,MuSK
TAMR,ABL,ABL
TIER,NGFR,NGFR
ErbB,HGFR,HGFR
CSK,FAK,FAK
FES,SYK,SYK
HGFR,CSK,CSK
